Transaction_Amount,Time_Since_Last_Transaction,Transaction_Hour,Day_of_Week,Merchant_Category,Account_Age_Days,Avg_Monthly_Spend,Transaction_Frequency_Last_Week,Is_Weekend,Geographic_Risk_Score,Device_Risk_Score,Velocity_Score,Is_Fraud
0.555783333422038,12.158187470860998,11,1,6,3546,99.17503498110729,8,1,0.3843096457185603,0.34721965613817807,0.12629856980695084,0
3.1790064349697067,5.670113594909878,4,5,3,2185,379.6047834424249,5,0,0.09362687794859612,0.16579737702724642,0.18600760636205235,0
1.6172922812192867,17.678884807259454,4,0,4,2006,435.4691677844484,5,0,0.06840957164603345,0.2185345884247458,0.16229071267337838,0
11.838666529230878,61.04046943193785,13,6,0,2666,160.29545681954903,7,0,0.10424901445261012,0.2602746440856101,0.04513085112558555,0
1.8926233579058611,24.494092361224745,16,0,9,1626,442.24928096167343,9,0,0.18147112326549653,0.3843832617473201,0.17835985612174945,0
0.8882912975483369,4.556564958420495,15,5,12,1175,424.79001961897046,13,0,0.4973459513548728,0.2528237820284291,0.06246408238082992,0
66.58458893399207,27.554087999929962,3,5,14,1657,332.98328333390447,8,0,0.14824388823624352,0.1557300873141145,0.44332071176309207,0
5.266339605790716,13.37337476180966,7,1,0,1888,883.6476289300757,18,0,0.01727302855978124,0.4980754586172648,0.13818427302000402,0
8.176729933294101,21.488012700695627,2,2,17,1275,1147.3492207468412,10,0,0.26130051910492597,0.30280758127093227,0.27515685647514193,0
0.871863608724321,31.787993576421535,20,4,13,1512,1200.2579021210959,11,0,0.20827886261773923,0.28104393169419223,0.7918535770972188,0
3.265542526398974,17.36394816858487,4,2,17,1695,170.12738517717494,11,0,0.2525440337866804,0.13375288399527935,0.31217469454554286,0
8.726670268609153,40.36613881853575,22,3,11,1551,333.9908523677588,16,1,0.4270134062049326,0.10911115401423062,0.24373050410779634,0
1.314570023543227,30.736655034643107,23,5,11,399,56.043012619855304,16,1,0.09009208255130452,0.31363234968638737,1.1796251506726008,0
12.981782487207905,22.912858953483063,6,0,4,2006,800.2335953958495,13,0,0.14017575389001904,0.36322265402592074,0.041215004568865184,0
3.0012893063334984,3.9228501423503985,17,1,6,789,942.4985399938284,11,1,0.3950828533079174,0.47839587245315185,0.18848525199066496,0
4.770539376348091,43.381886399306644,23,4,12,3222,1224.5653927969179,7,0,0.08725847112353628,0.17320808224502934,0.1272021730407198,0
2.996485439262193,65.93755327983482,7,6,8,1254,2591.758342726061,6,1,0.23054137610547987,0.5141544709199288,0.09115407605021189,0
118.91598992270994,3.5352042235156316,10,2,5,3262,1172.0659861748063,9,1,0.22043736921913848,0.2505440414109649,0.37981883508142034,0
7.240962669022363,16.077641299244913,13,3,6,1815,689.9250876240403,9,0,0.011564483355695095,0.19166510184486077,0.2257248213499673,0
1.5120004971589998,7.190508460032193,17,2,17,3319,445.807485489314,10,1,0.199463251517079,0.5223574457736626,1.0357874677318677,0
25.376343154414908,33.709278596436484,12,6,14,604,5432.6699296638135,8,1,0.17475938848082284,0.24624799514777354,0.06432982071186517,0
1.1838058264044555,30.69126737650818,5,3,7,3501,524.9638719264212,11,0,0.27607459102303405,0.19405422757900764,0.08599250290136431,0
10.107678600843617,3.6444631128102176,12,2,19,1438,4493.738170833244,10,0,0.12292006795439124,0.438771551262867,0.34939331538260066,0
0.3908211713794484,50.29902397840753,0,4,15,2141,204.03153146389204,11,0,0.23314709727602914,0.16108085279195133,0.3109705937345712,0
1.0077508098657302,4.791319362099553,10,4,16,2289,295.4243278343751,14,0,0.31020863735482446,0.32849989168678834,0.4198920252122682,0
9.927332919401083,38.299826474905224,6,1,2,2146,862.5892430501243,8,0,0.12914886904963968,0.352355014129412,0.22369864386595575,0
22.36953234865366,14.654634950115671,9,4,12,1177,19.98326125343872,7,0,0.2046938376565682,0.5200013454984028,0.9271206189472169,0
9.554883851011883,9.549653263714356,1,3,8,406,317.47842322511644,13,0,0.21263433583844926,0.5200859071497834,0.5532114517036231,0
6.212277503265152,4.134227161596465,15,1,19,3397,1336.5699406239314,11,0,0.15630380497771693,0.2025853422406002,0.24078385388736445,0
4.703676592394769,4.40302346800845,4,6,14,1411,275.7047038841698,6,0,0.2109579379424511,0.10017364754952827,0.8582367812435103,0
0.8042999674427191,26.02525519804386,15,4,15,2602,403.23395788438245,15,1,0.3153737270430527,0.30819456886027974,0.2063442296457752,0
2.50987684802455,19.18714971689381,22,0,15,1839,83.16823951883569,11,0,0.1869662783410108,0.37754799585297405,0.00791708270455891,0
3.7026243187099337,3.124943550111322,15,6,18,2145,268.43169018170056,8,1,0.36526657420155456,0.5811548332090952,0.2522104022348293,0
36.07800281563139,2.869673371839329,14,3,3,1932,177.15376251070444,14,0,0.06179654455437582,0.19968416536430753,0.38310758572144155,0
12.371895822382154,1.801398559252184,8,6,18,3371,856.3974027089796,11,1,0.313177430183922,0.21500789782173232,0.15195332912644133,0
0.524893322096597,32.6800667493254,0,6,18,1186,904.9882174414328,11,0,0.16675364097491135,0.5229513038436882,0.5567487814143426,0
12.014640575494813,29.865250952425747,8,1,1,1115,182.08752292210568,7,1,0.3368353264558804,0.16256827600242676,0.03752302841224595,0
4.146964328120905,1.4449832771966993,10,3,5,190,156.46559337151402,16,0,0.31343287878261783,0.3146410277368477,0.2230318800427822,0
2.6767864776185393,19.718269168851077,4,1,12,3127,1922.126739775838,13,0,0.06335612972901097,0.3591664261353755,0.5588433823014306,0
18.49525907934707,2.1234563430741273,5,3,14,788,107.9362271029047,6,0,0.2867401789028813,0.270287993920994,0.005791002163951094,0
34.69165901129202,56.178296761304914,7,0,9,2778,880.8315609786547,5,0,0.15133706267361577,0.13486480390528868,0.32636652181296244,0
29.871957936517553,57.034059728966255,14,6,9,1339,419.39883659705487,9,0,0.12878438412766444,0.4615520695095178,0.007900844297632728,0
2.0983969900477883,28.75440117134047,15,4,3,3547,1229.5668965551542,13,0,0.13830956854735577,0.3859474897155195,0.07209980420783377,0
4.6468122004960835,62.54991462348902,17,2,13,859,493.5874341835146,9,0,0.24088520912775035,0.3235630695684907,0.2196201862259358,0
12.14472776864004,40.04179506261476,11,6,7,878,237.55762253058774,12,1,0.0826193297664206,0.34032402086740615,0.23003268937074953,0
31.92271070090579,42.321527284715856,22,2,5,2915,125.87132092174357,7,0,0.2048434381287084,0.20470668299839861,0.5314449327808938,0
3.6010974392120185,20.23898120915365,3,2,11,2006,129.05692972527248,12,0,0.30584943839247997,0.351636109028843,0.17516418128252553,0
5.592976057340104,8.768846931285472,21,6,7,278,114.2527061652811,14,1,0.22374348089151458,0.3004830427964996,0.09996433567258693,0
1.4056467806929036,5.895448449264327,15,1,5,1144,360.2458927807523,12,0,0.1437153965955602,0.09153855456859483,0.25577599270612444,0
1.2283724280047565,9.51137287393028,22,4,14,3137,908.2868567708825,8,0,0.15231447363109732,0.255346318841819,0.2356962034143556,0
24.997822812885786,23.764658727821633,10,6,18,1060,161.25534438518534,9,0,0.2518963591363593,0.1341271882280512,0.02639272991341852,0
56.50674676855685,4.548848563064325,21,5,13,1559,143.32128166905846,11,0,0.39492418746179353,0.25758106986655666,0.316017578115277,0
6.632519967832844,7.182462261534969,23,1,2,1374,482.66404187671424,12,0,0.35238276374836425,0.24051240664082768,0.03160011308730143,0
33.29140803868568,15.149428798463376,21,6,17,2279,1620.7694240302299,13,0,0.17039464224871137,0.14246105963103123,0.46314145183682454,0
12.710825571434944,6.3680111340220815,6,6,9,2922,873.5605195008038,8,0,0.24066872731906766,0.32553997844356297,0.0322843999011921,0
2.80757288494271,21.31909095455839,23,1,13,2621,368.1846381036629,12,0,0.00464612650539543,0.3903720935094261,0.08345892436479632,0
12.706242501638775,61.58972539334182,14,6,13,1707,144.40517946830525,16,0,0.26633987867135767,0.19536509570127406,0.10369595650098086,0
74.2215730402853,33.08834112411293,16,1,6,3357,423.37257258525756,3,1,0.2284821323030684,0.3000797698916019,0.11892987074219571,0
7.002455976701963,26.349417367292858,14,6,6,2238,977.2607011072165,4,1,0.15928322933937536,0.1420329008531753,0.1306952046005242,0
77.24370962973103,20.97603256426889,9,5,10,3131,723.3325261592693,11,0,0.08121270636040047,0.21530179834028343,0.5032086545944452,0
0.1452037056176153,16.063894065251272,3,6,17,1510,522.2059627624822,6,0,0.4652382851171491,0.319690238513698,0.1677203127898669,0
25.35190199377417,4.955708526300886,21,1,9,2339,1223.820829487413,11,0,0.18478998049657497,0.19254981346842592,0.021531782855936814,0
8.419669724425162,54.024987757801355,16,4,14,39,1803.322899231758,4,0,0.2631427515601489,0.3184990887393231,0.19273286418711574,0
4.718490665976095,6.857567467361287,3,6,11,744,930.6965034506594,15,0,0.04239334623772246,0.2675050030593541,0.010711164877771911,0
8.479412483548542,2.2980010047704558,21,2,16,388,54.50698971799073,13,1,0.24924711160937515,0.03273955677921312,0.19700804105352251,0
0.3748035069137622,33.27252191707243,22,3,16,1329,1060.7557643614239,3,0,0.1329508959303009,0.10131164075513668,0.14691123674046505,0
5.314782920963967,4.634838560156019,21,1,0,1910,348.1607873904799,12,1,0.24423511290026959,0.14087831369187792,0.17147752916340053,0
12.624872262236948,11.161188489573998,10,6,5,2201,461.2988818820923,8,0,0.16662788265351314,0.29853264903797827,0.13362235147915702,0
67.81891016948704,0.6886236863115406,3,4,14,659,312.98233213432025,12,0,0.12203086419366643,0.32410615046557323,0.031235870094088323,0
3.395987788482849,3.538063663638715,11,0,18,297,204.55677407736442,13,0,0.15979962784853075,0.19353379594771522,0.8566283680216004,0
2.1973664951255243,4.564724220579982,22,3,13,307,37.645388410619574,12,0,0.13512368802339406,0.37347457458476085,0.21100013779960064,0
3.4811560420858716,1.3427122268007423,9,1,9,1053,543.51334143634,8,1,0.11121689870509262,0.4266164623931975,0.26344335924318596,0
29.168903014912914,25.656604923490825,13,1,9,105,109.5073073832865,13,0,0.21193739021097216,0.6067973564380608,0.2083080046944785,0
12.09904670138545,43.53726975197069,17,6,6,555,679.1236565246021,8,0,0.2533626551896721,0.4058173992861825,0.09405944042704718,0
3.337959507334114,11.215485728941445,5,3,6,647,271.55873936772946,5,0,0.30401257785892855,0.17938577684401766,0.7952697938519551,0
15.957056571522786,49.82541797750654,4,3,13,1229,1238.3639445577387,8,0,0.2319150796978849,0.2576811955287966,0.5844582523192684,0
8.547307525209243,5.759220044165023,1,1,14,1747,2303.965826395839,11,0,0.09033592409738866,0.5617695128829269,0.2443356443303344,0
31.594008108677862,9.446907857433109,12,4,19,3137,354.9147720278129,7,0,0.04238289655148774,0.6109773490784552,0.24281088775539222,0
2.577758851410802,3.9212725494837493,22,0,8,2010,240.47536948696902,17,0,0.3050564239453214,0.4683583717119091,0.11152073947244896,0
4.519976433953054,23.25736024732249,13,6,14,1620,195.04611866034392,16,0,0.048189242213145245,0.1387686997056616,0.39937961064127003,0
4.1034897503485,13.068056577314097,2,4,8,299,632.5302371225579,13,0,0.3846003653024609,0.31373653161067694,0.5357959036069039,0
0.822610530159827,22.801512395911182,22,5,6,31,226.06425529038833,9,0,0.20358991424003178,0.3840420856702686,0.0967982012316605,0
11.521103211812568,34.41887024738911,10,2,10,1309,393.3017505183506,17,0,0.3394345449701742,0.2412452800349839,0.37295619487497395,0
10.930782682491637,18.936099482310873,21,2,4,1567,159.1033385577725,7,0,0.1160368484999525,0.24945622202831538,0.392277206900865,0
7.445949438206707,23.70883796287193,22,2,8,2650,424.82889670944354,15,0,0.44282375780137223,0.4753253202458599,0.2799320237556123,0
5.197196262751137,65.69343441420506,3,1,5,1416,2130.6064479337697,8,0,0.13227224872023582,0.3880831502080952,0.28719028554548415,0
0.8842140451991588,8.52813926325123,12,6,6,1160,192.96742317391625,11,1,0.2748011490337145,0.41334716589490267,0.1723364746511569,0
3.931543181484177,10.679558622512957,7,6,13,1187,409.3889666585864,13,0,0.03446503923281756,0.31535592788197786,0.1914984084422863,0
4.419065397535542,30.355124449927274,7,0,18,1462,659.2454607144613,8,0,0.3289755265544046,0.04873085000850197,0.11976181166073098,0
2.2179516641836683,22.679079235981906,22,0,10,1504,1533.9378850953058,12,0,0.21506532122000652,0.2947358536888297,0.08286767868150485,0
5.8012385189183995,4.7199215165892685,12,6,6,564,1278.3794773225875,11,0,0.3564064271398331,0.15924000453481746,0.3566686359178664,0
13.545796600603616,11.324184293214234,22,5,5,1638,834.5285760695078,15,0,0.07427876110351735,0.2757487391941776,0.003681375084625466,0
125.12069754829595,15.139376385106882,9,1,3,2428,606.7860271698103,9,0,0.1564057979383426,0.2717628510666496,0.23555853052795678,1
9.600994810970745,13.048217397763148,12,1,13,3129,7110.946928651731,13,0,0.3290217200208209,0.0854580805073546,0.4769916300969167,0
10.873466832148605,4.712382156377318,12,1,2,566,818.9333056972871,7,0,0.15061083781005039,0.3374614467734967,0.23888439266605171,0
6.608331003882678,61.984730748234185,23,0,16,2944,538.5054715300712,12,0,0.2971311800548682,0.2243306249733537,0.19551665824560685,0
0.41554813503013777,34.48379610887676,16,1,14,3166,1346.0631871921278,9,0,0.12408219938662475,0.19124591131359805,0.5112560527918968,0
7.1009543238606785,15.756893806865738,5,3,0,1247,719.6755675590275,8,1,0.045423078823182854,0.5501518327650735,0.09595886913575281,0
8.087707488157612,27.35100035604848,1,3,10,3308,5133.567771941441,5,1,0.21177687363124037,0.42663624486041607,0.1892351314425676,0
297.33610592489305,54.618586875821805,16,3,12,3400,230.39171103077484,9,0,0.16093164573871444,0.4766688283074984,0.38707583439078724,1
5.537031643976133,3.5132180196474203,11,1,2,1093,384.551360919225,15,1,0.09458299564903125,0.41887580091299026,0.503473347791897,0
11.615274666382048,6.916310331343255,22,3,12,493,106.16868038420787,7,0,0.06685598346646915,0.28985115796950917,0.30327384615837377,0
7.01416969683397,18.778041018196845,5,6,17,52,361.22150886949527,14,1,0.14338263881558125,0.4687951007789442,0.5678234629288761,0
1.280157277679959,38.50804730453465,4,5,8,718,124.39434858395587,8,0,0.2556960963117656,0.11165825542921574,0.41590135539708734,0
41.02715734799269,0.8862824086478926,4,1,1,157,455.5641057476328,12,0,0.29077761281769704,0.23415303813997135,0.01854715797267018,0
22.825984293406336,99.27123811005922,8,5,7,1316,201.5786643236374,9,0,0.0478644092434899,0.053579491359988025,0.14305561134379333,0
24.204726416616488,14.563155075437141,21,3,1,2112,888.0811470416231,17,0,0.3347294514011473,0.17980672950106594,0.12181650533109306,0
1.8887567677869412,10.682075541232367,2,1,0,2564,246.51987747663074,7,0,0.37565582454425284,0.24614879027759803,0.5563056200932328,0
60.59373266784039,8.312038234089787,22,4,2,130,821.7301678427314,9,0,0.169255813655436,0.20247371772265757,0.08208133474548591,0
0.9023285364044997,4.598218756590023,19,2,16,766,326.78211930812887,10,1,0.2998073070048131,0.4325567845560475,0.234822103551459,0
17.81936238788834,37.63609871679893,4,4,6,2818,1327.7123859555186,14,0,0.08313854783881136,0.21717407643111544,0.13009593596548938,0
197.48910903912102,74.64813757449875,6,2,9,640,367.75830508308906,10,1,0.1476818411814406,0.18369357430552036,0.13355644678501893,0
1.6722926216598204,12.811906864371315,11,2,18,1135,261.2751110582268,9,0,0.14806368568840916,0.173231673240863,0.02967110730642769,0
3.1599411550184953,73.08857702423968,6,3,8,1370,65.38419948323809,12,0,0.19339858648117614,0.4316431584229292,0.12774748860091906,0
8.58037009883094,41.666928774858896,9,2,17,2032,104.67681695793863,9,0,0.17690256413390618,0.33138742337391464,0.4406528811156092,0
3.472193472270102,15.742797892413373,7,2,14,2407,851.6533805347768,10,0,0.30196913426216787,0.2092503927415551,0.18083651221422753,0
0.7218086906500917,26.902516917788773,16,4,16,225,111.71619224037552,7,0,0.2759574110863035,0.2861498854357768,0.12993608740390256,0
8.189431341720685,13.701637122228547,4,2,16,2491,1049.0277005246828,9,0,0.31907695912571954,0.2837581751552946,0.03812178971202552,0
1.5016198559692928,19.6340017890329,14,1,18,1562,261.1649945690031,12,0,0.44640574384950277,0.3255132459048316,0.859402921320484,0
15.03511771717796,1.4351806957564386,8,5,8,1534,397.688730736206,11,0,0.060892614881614765,0.18363862539924145,0.37285541440711195,0
1.860534196015425,28.598271562578688,22,6,5,2145,708.2705809531786,12,0,0.24071887828838828,0.14041985337778878,0.4059480399380336,0
75.55807814775645,1.302504802523684,10,5,18,1446,1182.7017077529931,8,0,0.1012523254110666,0.1616802979530367,0.2941111230744644,0
2.2821547477939146,40.76960219348118,12,1,7,1326,93.77723728695761,13,0,0.15707379787094997,0.29817277824716065,0.2460075695225342,0
4.558108458298688,41.823986179375794,17,6,5,1352,101.45049890481087,13,0,0.26623382097070036,0.48651380231987207,0.021012414802081512,0
25.035024541136487,6.494365131246245,16,3,16,2948,310.4287662480384,9,0,0.20598028528433324,0.6191258921321747,0.5053440738917915,0
1.1661451030605516,9.385523584780582,23,6,5,900,1334.1947469551067,12,0,0.3527916800468566,0.1877133063216659,0.06887224796524002,0
10.39359656804509,15.754790558709107,8,6,12,2218,411.26909926789955,14,0,0.3193378195923956,0.28687430552708576,0.14040756443791835,0
52.49480075333456,21.79158257874964,9,4,1,214,1286.1969527556232,13,0,0.12903486900300917,0.42902334714584667,0.06607144601282636,0
0.6628378745265471,8.130480021589996,4,6,11,1719,77.29648749138335,14,0,0.13096491689072962,0.2992960313261046,0.03570190064616833,0
9.74691464046943,21.544343615791345,10,6,6,1242,229.7344918995586,12,0,0.1412591929942017,0.2746810300018489,0.3037343280733564,0
10.911575425303024,8.484446555008502,21,0,5,1072,434.5953035374807,8,0,0.25568314538893305,0.48140517779465497,0.19469175679409592,0
23.872670422178164,1.3701544300424,14,5,16,2158,137.9548593048891,8,0,0.10993928273977575,0.1550172101397038,0.6020997632079886,0
1.155547125660349,0.06073798748720423,1,4,7,527,127.56351233540082,0,0,0.4094172506364777,0.34096243064376036,0.1253497858016065,0
1.0195028233472758,2.5593668990215175,20,5,5,1595,180.70487046179207,11,0,0.1511558655759388,0.2295640492550259,0.15794572785399996,0
16.166033578654847,37.714157171428155,19,0,18,1692,274.86059743717357,10,0,0.27672581000679186,0.15412159220651822,0.04412634015893925,0
11.536051096600858,78.12754880050335,23,2,8,247,129.2648158877183,16,1,0.27347442972590286,0.29063928636306446,0.3861125802267069,1
10.758964085517814,13.363453799260096,23,0,19,554,1363.3613624883499,6,0,0.16693688709279697,0.20103579646042086,0.38682629159377163,0
12.424524656707765,17.252217603964347,13,2,15,1391,493.67325742671756,9,0,0.20201499558635425,0.5838859974588938,0.3584534267680701,0
2.6643574394151637,3.8116260223923772,4,5,17,150,552.3813044138984,10,0,0.229171955924005,0.29369121975198326,0.5686315458458601,0
10.468602566660534,19.21925331536176,23,6,18,2546,535.5931746950655,7,0,0.10593142682747653,0.30980418515641434,0.23689538220352244,0
11.468552334278307,3.7500064342975254,5,4,6,3473,1954.6295726267938,8,0,0.21416767362074057,0.6616217776962766,0.12651953947809533,0
2.530641614002844,22.673449611707948,21,4,7,1535,3041.3017745361963,9,0,0.15246308583695475,0.2929488565497148,0.4344816529208896,0
121.34791698985605,64.96634019676225,14,3,18,2256,305.6715253095298,10,1,0.07438614029706628,0.3611310548275527,0.2932414542416772,0
15.040542394983747,5.226747095139636,3,5,0,2188,686.5407364825305,14,0,0.17786857328236913,0.4415464358537838,0.1964985239850873,0
1.2374400306380642,34.711559211198896,9,3,12,2086,299.50610423727954,10,1,0.3296563420193082,0.3533927690619198,0.24581181469347668,0
19.783146986352495,0.5707922350376935,18,6,0,251,977.648294170579,13,0,0.09640830166592945,0.27056237713881565,0.3659202984509278,0
1.7125397364629373,11.299188768166069,8,5,10,826,1660.9514477766595,6,0,0.19667846788501434,0.3993696337417463,0.18885973741335055,0
24.061833323159718,2.8170045635038594,20,6,1,890,401.03643650911926,14,0,0.2927906648394499,0.24243341745340286,0.5526341622260392,0
42.00939856099086,10.430365394163942,9,2,2,2699,1039.382485932241,15,0,0.3643907251469449,0.28823122873143053,0.025496516726444752,0
2.1575569123578804,4.574400781879062,3,5,12,3209,291.13508599723116,14,0,0.28723578995992116,0.2312386517663854,0.00469033227508846,0
31.345295557803993,11.215086823721366,21,5,6,3438,1287.3525192470115,11,1,0.05618647179655343,0.20855910176291526,0.3687367186978991,0
13.724346746847191,12.971165914192259,3,2,1,2281,165.6194164468008,6,0,0.20472027221743888,0.43967806579554614,0.30241806995241155,0
25.357898007437754,8.580474283499465,5,1,1,2604,137.86130533077207,9,0,0.05595597449044621,0.2933282809570777,0.3294979811659079,0
127.12736704023723,25.654158015710152,7,6,2,2530,736.3797747839737,3,1,0.3901240403202452,0.5547325406925435,0.02159029072496895,0
5.113672454323845,60.27555030516319,15,1,12,1727,1264.478271533285,8,0,0.3188499305819406,0.39882493194393587,0.041704817852919636,0
2.3854690065681186,12.283641758094387,7,5,11,3023,773.5488995301766,13,0,0.16501812036093508,0.24118599634202637,0.023759179491919937,0
1.9459073177258794,5.126832222689698,15,1,0,2272,1163.0044220136065,8,0,0.4444851715360465,0.30594735383605537,0.10217353751497214,0
2.1733822018942988,7.5768315603096825,5,4,17,2338,172.2566698496679,9,0,0.020929346285243212,0.44592662617615497,0.1984580950910173,0
6.58205782547836,46.17970314421911,16,5,4,895,376.7259509724367,11,0,0.26267554600963966,0.3350975204343365,0.07398237611638939,0
12.326210895780433,20.346976066271502,0,0,18,1062,83.34368040107812,15,0,0.4293955421111797,0.5644300504975241,0.36782379407191923,0
11.190175423325693,14.567753454932152,18,2,9,1269,122.28953092200672,6,0,0.06111374125818657,0.13396213682669655,0.49095120603524567,0
25.55351482064382,3.890199224190435,17,3,5,952,1728.6748371211972,6,0,0.040862534590146826,0.3957090453491728,0.1228405903966904,0
7.534578095051095,14.336191693864109,16,2,17,3214,279.00123123045785,12,0,0.29528250164682296,0.03151802930176965,0.16145955201911605,0
65.38553886468898,7.833883619325265,16,5,14,1682,2584.88493035572,15,0,0.15373686334206008,0.32267407071344484,0.0434180717556984,0
4.967987110599781,68.82168015252407,11,0,13,369,476.7412396983079,15,0,0.052750798771884704,0.47580901628812217,0.022564868625507866,0
437.1401048971704,51.714471890613,11,2,15,2124,323.54222575911643,4,1,0.3240669066656949,0.24732978155554888,0.07887040744521495,0
18.88751310884845,2.103180590004742,5,3,3,859,314.42859188893044,9,0,0.307177184990565,0.30467761348957284,1.0299778633512677,0
2.04268203085707,17.448515256236238,6,3,18,842,1099.3488032691455,11,1,0.14352589380282046,0.09691850994988173,0.09850289944913239,0
1.4823983054981662,6.119220887948968,7,0,7,518,358.2439232818859,9,0,0.1709005211959263,0.4208779291200618,0.0544548287440116,0
15.236724858491092,12.694817066657864,2,3,0,1375,420.6988845481506,6,0,0.3081983399733502,0.2507692767739077,0.1551415485419868,0
5.284646988001742,50.264061599806084,16,4,19,820,551.0246333373113,11,1,0.040351483297173314,0.40215565945818804,0.2750976391520963,0
21.563471333725044,17.993958298640628,20,3,12,3199,105.27955317979463,12,0,0.02169194463373462,0.2436087979221931,0.4471822698479305,0
15.027118019767418,9.762934176529367,7,6,8,3546,444.9101670953484,8,1,0.030848215946625106,0.2691330431423988,0.34891322557693977,0
6.624378995925615,5.593270321523652,10,0,0,122,383.8458471473221,10,0,0.1186447650086741,0.2705899967487881,0.5600749011499432,0
2.0746851825049237,38.66552472161273,19,0,14,1864,636.8502900634448,10,0,0.14140344624639778,0.48119760595826,0.04684555115244244,0
0.7616479506848972,23.509074862347283,17,2,14,1305,1088.640309867943,10,0,0.2216134530011521,0.2836807881591888,0.167488820011425,0
3.78190394471006,15.149636235005534,15,3,13,1216,318.57084442176233,6,0,0.44509223578254115,0.4829778520112383,0.05202361742054531,0
26.698254573362735,5.885792680906572,12,3,4,1211,669.4635207979761,9,1,0.4305418516445841,0.4972813298913341,0.023328554453158575,0
10.187287466805541,9.76405459320061,8,5,16,2656,104.0118014801522,5,0,0.0871792428740459,0.14617485763759497,0.003475884132566594,0
1.1404145446125276,77.15925922544587,18,5,5,167,2965.9250908239896,11,1,0.06890366773144764,0.02531885072462269,0.20761462342961115,0
9.580898615429524,17.619757503559416,6,0,8,3485,1883.7204426064334,13,1,0.08607321171592477,0.1950956806639272,0.137349624115512,0
13.170455081909692,12.287802532598157,16,5,19,341,289.06583889616195,8,1,0.1828689557617552,0.21147916006132303,0.07926446219567862,0
1.9624895497621764,17.686467850971663,7,2,18,2367,449.1902670366231,13,0,0.26991404920197054,0.21012238772714148,0.5190871923724436,0
9.305332834860563,36.22897366350716,7,6,16,2142,45.79202660890377,8,0,0.3629580590689626,0.4990194582347381,0.42842737256120855,0
8.063220783815517,9.976332309412058,2,2,6,3299,788.9061807748752,5,0,0.22419368820612232,0.3230152986401673,0.6145511106044259,1
1.3304863515594634,4.72498274400984,15,4,7,1736,193.6763086565288,13,0,0.23740001183852877,0.3049512990547568,0.6646245585085457,0
12.637657415902517,21.103748133229715,11,6,14,3629,79.2724866935234,6,1,0.10469865208298296,0.4166709417381172,0.4107592253139045,0
17.135919047104696,26.261620726955183,14,4,5,732,569.6262271223159,10,0,0.05676370514816541,0.21255546502424882,0.5203859341433114,0
37.50884848577413,29.934983460909415,20,0,0,990,162.68016511619447,6,0,0.1539059509677168,0.12612288498347254,0.5256660697530732,0
35.89877161485278,51.28717192912348,3,2,8,1590,144.07998597471854,12,1,0.11027101637759743,0.27959056142635264,0.7901340008139914,0
0.9356591246180993,11.133621169179744,22,2,6,1303,878.8588808361043,13,0,0.3880478065899752,0.3508499940187701,0.24562841640176886,0
1.8098834304316231,1.8802868805430335,6,4,19,568,2062.812453491935,10,0,0.18760936777482182,0.3755189759022493,0.3741805924124006,0
15.99942686743661,76.28207770770051,10,6,18,146,533.404209803628,5,0,0.1577302055733585,0.38626462848611276,0.36709044880111036,0
